Male,Date,Clipped File Name,Timestamp Start,Timestamp End,Number of Motifs,Any motifs after .5 gap,Other notes
T235,2/21/2022,T235_February_21_2022_67,57m 10s,57m 13s,4,No,
T235,2/21/2022,T235_February_21_2022_68,57m 27s,57m 29s,2,No,
T235,2/21/2022,T235_February_21_2022_69,57m 52s,57m 55s,4,No,
T235,2/21/2022,T235_February_21_2022_70,57m 57s,58m 0s,4,No,
T235,2/21/2022,T235_February_21_2022_71,58m 7s,58m 10s,4,No,
T235,2/21/2022,T235_February_21_2022_72,58m 18s,58m 20s,3,No,
T235,2/21/2022,T235_February_21_2022_73,59m 34s,59m 37s,3,No,
T235,2/21/2022,T235_February_21_2022_74,59m 44s,59m 47s,3,No,
T235_misc_motifs,2/21/2022,NA,NA,NA,25,NA,
T247,1/28/2022,T247_January_28_2022_1,34m 34s,34m 37s,3,No,
T247,1/28/2022,T247_January_28_2022_2,34m 39s,34m 44s,5,No,
T247,1/28/2022,T247_January_28_2022_3,34m 44s,34m 46s,2,No,questionable intro notes
T247,1/28/2022,T247_January_28_2022_4,35m 7s,35m 14s,7,No,
T247,1/28/2022,T247_January_28_2022_5,35m 16s,35m 18s,2,No,
T247,1/28/2022,T247_January_28_2022_6,35m 19s,35m 23s,4,No,
T247,1/28/2022,T247_January_28_2022_7,35m 27s,35m 29s,2,No,
T247,1/28/2022,T247_January_28_2022_8,35m 30s,35m 32s,2,No,
T247,1/28/2022,T247_January_28_2022_9,35m 33s,35m 36s,3,No,
T247,1/28/2022,T247_January_28_2022_10,35m 41s,35m 43s,3,No,
T247,1/28/2022,T247_January_28_2022_11,44m 39s,44m 41s,2,No,
T247,1/28/2022,T247_January_28_2022_12,44m 42s,44m 43s,2,No,
T247,1/28/2022,T247_January_28_2022_13,44m 44s,44m 46s,2,No,
T247,1/28/2022,T247_January_28_2022_14,46m 43s,46m 47s,4,No,
T247,1/28/2022,T247_January_28_2022_15,46m 48s,46m 49s,2,No,
T247,1/28/2022,T247_January_28_2022_16,46m 50s,46m 52s,2,No,
T247,1/28/2022,T247_January_28_2022_17,52m 36s,52m 37s,2,No,
T247,1/28/2022,T247_January_28_2022_18,52m 46s,52m 48s,2,No,
T247,1/28/2022,T247_January_28_2022_19,57m 0s,57m 3s,4,No,questionable intro notes
T247,1/28/2022,T247_January_28_2022_20,58m 44s,58m 46s,2,No,questionable intro notes
T247,1/28/2022,T247_January_28_2022_21,58m 55s,58m 57s,2,Yes,There is a 3rd motif after a >1 sec pause
T247,1/28/2022,T247_January_28_2022_22,59m 10s,59m 12s,2,Yes,There is a 3rd motif after a .62 sec pause
T247,1/28/2022,T247_January_28_2022_23,1h 0m 28s,1h 0m 29s,2,No,
T247,1/28/2022,T247_January_28_2022_24,1h 0m 33s,1h 0m 35s,3,No,
T247,1/28/2022,T247_January_28_2022_25,1h 1m 49s,1h 1m 52s,4,No,
T247,1/28/2022,T247_January_28_2022_26,1h 1m 53s,1h 1m 56s,3,No,
T247,1/28/2022,T247_January_28_2022_27,1h 3m 26s,1h 3m 28s,2,No,
T247,1/28/2022,T247_January_28_2022_28,1h 3m 29s,1h 3m 30s,2,No,
T247_misc_motifs,1/28/2022,NA,NA,NA,42,NA,
T234,7/1/2022,T234_July_01_2022_1,1h 59m 31s,1h 59m 37s,6,No,noisy
T234,7/1/2022,T234_July_01_2022_2,1h 59m 38s,1h 59m 44s,4,No,noisy
T234,7/1/2022,T234_July_01_2022_3,2h 2m 16s,2h 2m 18s,2,No,
T234,7/1/2022,T234_July_01_2022_4,2h 2m 19s,2h 2m 20s,2,Yes,There is a 3rd motif after a .97 sec pause
T234,7/1/2022,T234_July_01_2022_5,2h 2m 29s,2h 2m 37s,6,No,noisy
T234,7/1/2022,T234_July_01_2022_6,2h 2m 38s,2h 2m 43s,4,No,noisy
T234,7/1/2022,T234_July_01_2022_7,2h 3m 59s,2h 4m 1s,2,No,
T234,7/1/2022,T234_July_01_2022_8,2h 4m 3s,2h 4m 5s,2,Yes,"There are two additional motifs after a .8 sec pause, noisy"
T234,7/1/2022,T234_July_01_2022_9,2h 4m 10s,2h 4m 11s,2,No,
T234,7/1/2022,T234_July_01_2022_10,2h 7m 34s,2h 3m 37s,2,No,
T234,7/1/2022,T234_July_01_2022_11,2h 7m 37s,2h 7m 39s,2,Yes,There is a 3rd motif after a .74 sec pause
T234,7/1/2022,T234_July_01_2022_12,2h 7m 42s,2h 7m 46s,3,No,noisy
T234,7/1/2022,T234_July_01_2022_13,2h 8m 4s,2h 8m 6s,2,No,
T234,7/1/2022,T234_July_01_2022_14,2h 9m 55s,2h 9m 59s,3,No,noisy
T234,7/1/2022,T234_July_01_2022_15,2h 10m 0s,2h 10m 3s,3,Yes,"noisy, additional motifs after .86 sec pause"
T234,7/1/2022,T234_July_01_2022_16,2h 12m 24s,2h 12m 26s,2,No,
T234,7/1/2022,T234_July_01_2022_17,2h 12m 28s,2h 12m 30s,2,No,noisy
T234,7/1/2022,T234_July_01_2022_18,2h 18m 47s,2h 18m 50s,3,No,
T234,7/1/2022,T234_July_01_2022_19,2h 18m 50s,2h 18m 52s,2,No,noisy
T234,7/1/2022,T234_July_01_2022_20,2h 18m 53s,2h 18m 55s,2,Yes,"There are 2 motifs after a .7 sec pause, noisy"
T234,7/1/2022,T234_July_01_2022_21,2h 18m 59s,2h 19m 1s,2,No,noisy
T234_misc_motifs,7/1/2022,NA,NA,NA,19,NA,
T229,6/30/2022,T229_June_30_2022_1,1h 58m 58s,1h 59m 2s,3,No,
T229,6/30/2022,T229_June_30_2022_2,1h 59m 25s,1h 59m 27s,2,No,
T229,6/30/2022,T229_June_30_2022_3,1h 59m 40s,1h 59m 43s,2,Yes,There are 2 additional motifs after a .57 sec pause
T229,6/30/2022,T229_June_30_2022_4,2h 0m 3s,2h 0m 6s,2,Yes,There is a 3rd motif after a >1 sec pause
T229,6/30/2022,T229_June_30_2022_5,2h 0m 51s,2h 1m 0s,7,No,
T229,6/30/2022,T229_June_30_2022_6,2h 3m 18s,2h 3m 24s,4,Yes,There is a 5th motif after a .64 sec pause
T229,6/30/2022,T229_June_30_2022_7,2h 4m 9s,2h 4m 12s,2,Yes,There are 3 additional motifs after a .56 sec pause
T229,6/30/2022,T229_June_30_2022_8,2h 7m 35s,2h 7m 38s,2,Yes,There is a 3rd motif after a .56 sec pause
T229,6/30/2022,T229_June_30_2022_9,2h 7m 40s,2h 7m 44s,3,No,
T229,6/30/2022,T229_June_30_2022_10,2h 22m 28s,2h 22m 32s,3,Yes,There is a 4th motif after a .69 sec pause
T229,6/30/2022,T229_June_30_2022_11,2h 22m 34s,2h 22m 36s,2,Yes,There is a 3rd motif after a >1 sec pause
T229,6/30/2022,T229_June_30_2022_12,2h 23m 22s,2h 23m 24s,2,No,
T229,6/30/2022,T229_June_30_2022_13,2h 23m 25s,2h 23m 28s,2,No,
T229,6/30/2022,T229_June_30_2022_14,2h 23m 46s,2h 23m 51s,4,No,
T229,6/30/2022,T229_June_30_2022_15,2h 23m 53s,2h 23m 57s,3,No,
T229,6/30/2022,T229_June_30_2022_16,2h 24m 27s,2h 24m 33s,5,No,
T229,6/30/2022,T229_June_30_2022_17,2h 24m 34s,2h 24m 37s,2,No,
T229,6/30/2022,T229_June_30_2022_18,2h 25m 5s,2h 25m 7s,2,Yes,There is a 3rd motif after a .54 sec pause
T229,6/30/2022,T229_June_30_2022_19,2h 26m 9s,2h 26m 14s,3,Yes ,There is a 4th motif after a .64 sec pause
T229,6/30/2022,T229_June_30_2022_20,2h 26m 16s,2h 26m 18s,2,Yes,There is a 3rd motif after a .52 sec pause
T229,6/30/2022,T229_June_30_2022_21,2h 26m 21s,2h 26m 23s,2,No,
T229,6/30/2022,T229_June_30_2022_22,2h 26m 46s,2h 26m 51s,4,Yes,There is a 5th motif after a .59 sec pause
T229,6/30/2022,T229_June_30_2022_23,2h 26m 53s,2h 26m 55s,2,No,
T229,6/30/2022,T229_June_30_2022_24,2h 26m 58s,2h 27m 1s,2,No,
T229,6/30/2022,T229_June_30_2022_25,2h 27m 3s,2h 27m 5s,2,No,
T229,6/30/2022,T229_June_30_2022_26,2h 27m 25s,2h 27m 29s,3,No,
T229,6/30/2022,T229_June_30_2022_27,2h 27m 45s,2h 27m 47s,2,Yes,There is a 3rd motif after a .69 sec pause
T229,6/30/2022,T229_June_30_2022_28,2h 27m 54s,2h 27m 56s,2,No,
T229,6/30/2022,T229_June_30_2022_29,2h 28m 25s,2h 28m 18s,3,No,
T229_misc_motifs,6/30/2022,NA,NA,NA,26,NA,
T247,4/16/2022,T247_April_16_2022_1,30m 12s,30m 23s,12,No,
T247,4/16/2022,T247_April_16_2022_2,30m 24s,30m 25s,2,No,
T247,4/16/2022,T247_April_16_2022_3,30m 29s,30m 33s,5,No,
T247,4/16/2022,T247_April_16_2022_4,30m 35s,30m 37s,2,No,
T247,4/16/2022,T247_April_16_2022_5,30m 38s,30m 42s,5,No,questionable 5th motif
T247,4/16/2022,T247_April_16_2022_6,30m 45s,30m 50s,6,No,
T247,4/16/2022,T247_April_16_2022_7,30m 55s,31m 0s,5,No,
T247,4/16/2022,T247_April_16_2022_8,34m 52s,34m 59s,8,No,
T247,4/16/2022,T247_April_16_2022_9,41m 31s,41m 33s,2,No,
T247,4/16/2022,T247_April_16_2022_10,41m 34s,41m 36s,2,No,
T247,4/16/2022,T247_April_16_2022_11,41m 39s,41m 41s,2,Yes,There are 2 additional motifs after a >1 sec pause
T247,4/16/2022,T247_April_16_2022_12,44m 18s,44m 24s,7,No,
T247,4/16/2022,T247_April_16_2022_13,44m 26s,44m 28s,2,No,
T247,4/16/2022,T247_April_16_2022_14,47m 2s,47m 4s,2,No,
T247,4/16/2022,T247_April_16_2022_15,47m 5s,47m 7s,2,No,
T247,4/16/2022,T247_April_16_2022_16,47m 9s,47m 10s,2,No,
T247,4/16/2022,T247_April_16_2022_17,49m 9s,49m 11s,2,No,
T247,4/16/2022,T247_April_16_2022_18,49m 18s,49m 19s,2,No,
T247_misc_motifs,4/16/2022,NA,NA,NA,15,NA,
T231,6/24/2022,T231_June_24_2022_1,2h 0m 28s,2h 0m 30s,2,No,
T231,6/24/2022,T231_June_24_2022_2,2h 0m 30s,2h 0m 32s,2,Yes,There is a 3rd motif after a >1 sec pause
T231,6/24/2022,T231_June_24_2022_3,2h 1m 32s,2h 1m 35s,4,No,
T231,6/24/2022,T231_June_24_2022_4,2h 4m 59s,2h 5m 2s,4,No,
T231,6/24/2022,T231_June_24_2022_5,2h 5m 3s,2h 5m 5s,2,No,
T231,6/24/2022,T231_June_24_2022_6,2h 5m 6s,2h 5m 9s,4,No,
T231,6/24/2022,T231_June_24_2022_7,2h 6m 58s,2h 7m 1s,3,No,
T231,6/24/2022,T231_June_24_2022_8,2h 7m 1s,2h 7m 3s,2,No,
T231,6/24/2022,T231_June_24_2022_9,2h 7m 4s,2h 7m 5s,2,No,
T231,6/24/2022,T231_June_24_2022_10,2h 9m 7s,2h 9m 9s,3,No,
T231,6/24/2022,T231_June_24_2022_11,2h 10m 2s,2h 10m 4s,3,No,
T231,6/24/2022,T231_June_24_2022_12,2h 10m 5s,2h 10m 7s,3,No,
T231,6/24/2022,T231_June_24_2022_13,2h 13m 8s,2h 13m 11s,3,No,
T231,6/24/2022,T231_June_24_2022_14,2h 22m 0s,2h 22m 5s,6,No,noisy
T231,6/24/2022,T231_June_24_2022_15,2h 25m 4s,2h 25m 6s,2,No,
T231,6/24/2022,T231_June_24_2022_16,2h 25m 7s,2h 25m 9s,3,No,
T231,6/24/2022,T231_June_24_2022_17,2h 25m 10s,2h 25m 12s,2,No,
T231,6/24/2022,T231_June_24_2022_18,2h 28m 36s,2h 28m 39s,4,No,
T231_misc_motifs,6/24/2022,NA,NA,NA,4,NA,
T244,2/3/2022,T244_February_03_2022_1,30m 18s,30m 24s,6,No,
T244,2/3/2022,T244_February_03_2022_2,32m 35s,32m 38s,3,No,
T244,2/3/2022,T244_February_03_2022_3,34m 55s,35m 0s,6,No,
T244,2/3/2022,T244_February_03_2022_4,35m 1s,35m 5s,5,No,
T244,2/3/2022,T244_February_03_2022_5,35m 6s,35m 9s,3,No,
T244,2/3/2022,T244_February_03_2022_6,38m 36s,38m 40s,4,No,
T244,2/3/2022,T244_February_03_2022_7,42m 25s,42m 31s,7,No,
T244,2/3/2022,T244_February_03_2022_8,42m 33s,42m 35s,2,No,noisy
T244,2/3/2022,T244_February_03_2022_9,42m 39s,42m 41s,3,No,
T244,2/3/2022,T244_February_03_2022_10,50m 25s,50m 31s,6,No,
T244,2/3/2022,T244_February_03_2022_11,50m 32s,50m 34s,3,No,
T244,2/3/2022,T244_February_03_2022_12,54m 25s,54m 28s,3,No,
T244,2/3/2022,T244_February_03_2022_13,59m 37s,59m 44s,8,No,noisy
T244,2/3/2022,T244_February_03_2022_14,59m 46s,59m 48s,2,No,
T244_misc_motifs,2/3/2022,NA,NA,NA,0,NA,
T257,7/19/2022,T257_July_19_2022_1,2h 0m 53s,2h 0m 56s,2,Yes,There is a 3rd motif after a .84 sec pause
T257,7/19/2022,T257_July_19_2022_2,2h 1m 4s,2h 1m 6s,2,No,
T257,7/19/2022,T257_July_19_2022_3,2h 1m 51s,2h 1m 54s,2,Yes,There is a 3rd motif after a .72 pause
T257,7/19/2022,T257_July_19_2022_4,2h 2m 16s,2h 2m 19s,2,No,
T257,7/19/2022,T257_July_19_2022_5,2h 2m 29s,2h 2m 31s,2,No,
T257,7/19/2022,T257_July_19_2022_6,2h 3m 2s,2h 3m 5s,3,No,
T257,7/19/2022,T257_July_19_2022_7,2h 3m 13s,2h 3m 16s,2,No,
T257,7/19/2022,T257_July_19_2022_8,2h 3m 27s,2h 3m 30s,2,No,
T257,7/19/2022,T257_July_19_2022_9,2h 3m 33s,2h 3m 36s,2,No,
T257,7/19/2022,T257_July_19_2022_10,2h 4m 25s,2h 4m 28s,3,No,
T257,7/19/2022,T257_July_19_2022_11,2h 4m 33s,2h 4m 36s,2,No,
T257,7/19/2022,T257_July_19_2022_12,2h 4m 42s,2h 4m 44s,2,No,
T257,7/19/2022,T257_July_19_2022_13,2h 4m 28s,2h 4m 50s,2,No,
T257,7/19/2022,T257_July_19_2022_14,2h 5m 0s,2h 5m 3s,2,No,
T257,7/19/2022,T257_July_19_2022_15,2h 5m 17s,2h 5m 20s,2,No,
T257,7/19/2022,T257_July_19_2022_16,2h 5m 30s,2h 5m 33s,2,Yes,There is a 3rd motif after a >1 sec pause
T257,7/19/2022,T257_July_19_2022_17,2h 5m 53s,2h 5m 56s,2,No,
T257,7/19/2022,T257_July_19_2022_18,2h 6m 0s,2h 6m 3s,2,No,
T257,7/19/2022,T257_July_19_2022_19,2h 6m 22s,2h 6m 26s,3,No,
T257,7/19/2022,T257_July_19_2022_20,2h 6m 27s,2h 6m 29s,2,No,
T257,7/19/2022,T257_July_19_2022_21,2h 6m 36s,2h 6m 39s,3,No,
T257,7/19/2022,T257_July_19_2022_22,2h 6m 45s,2h 6m 48s,2,No,
T257,7/19/2022,T257_July_19_2022_23,2h 7m 10s,2h 7m 14s,3,No,
T257,7/19/2022,T257_July_19_2022_24,2h 7m 22s,2h 7m 25s,2,No,
T257,7/19/2022,T257_July_19_2022_25,2h 7m 40s,2h 7m 43s,3,No,
T257,7/19/2022,T257_July_19_2022_26,2h 7m 47s,2h 7m 50s ,2,No,
T257,7/19/2022,T257_July_19_2022_27,2h 8m 8s,2h 8m 10s,2,No,
T257,7/19/2022,T257_July_19_2022_28,2h 8m 36s,2h 8m 39s,2,No,
T257,7/19/2022,T257_July_19_2022_29,2h 8m 50s,2h 8m 52s,2,No,
T257,7/19/2022,T257_July_19_2022_30,2h 9m 7s,2h 9m 10s,3,No,
T257,7/19/2022,T257_July_19_2022_31,2h 9m 46s,2h 9m 48s,2,No,
T257,7/19/2022,T257_July_19_2022_32,2h 9m 57s,2h 10m 0s,2,No,
T257,7/19/2022,T257_July_19_2022_33,2h 10m 17s,2h 10m 19s,2,No,
T257,7/19/2022,T257_July_19_2022_34,2h 10m 21s,2h 10m 24s,2,No,
T257,7/19/2022,T257_July_19_2022_35,2h 10m 34s,2h 10m 37s,3,Yes,There is a 3rd motif after a .82 sec pause
T257,7/19/2022,T257_July_19_2022_36,2h 10m 46s,2h 10m 48s,2,No,questionable 2nd motif
T257,7/19/2022,T257_July_19_2022_37,2h 10m 54s,2h 10m 57s,3,No,
T257,7/19/2022,T257_July_19_2022_38,2h 11m 12s,2h 11m 15s,2,No,
T257,7/19/2022,T257_July_19_2022_39,2h 11m 19s,2h 11m 23s,3,No,
T257,7/19/2022,T257_July_19_2022_40,2h 11m 42s,2h 11m 45s,2,No,
T257,7/19/2022,T257_July_19_2022_41,2h 12m 14s,2h 12m 18s,3,No,
T257,7/19/2022,T257_July_19_2022_42,2h 12m 25s,2h 12m 28s,3,No,
T257,7/19/2022,T257_July_19_2022_43,2h 12m 42s,2h 12m 45s,2,No,
T257,7/19/2022,T257_July_19_2022_44,2h 12m 59s,2h 13m 2s,2,Yes,There is a 3rd motif after a .75 sec pause
T257,7/19/2022,T257_July_19_2022_45,2h 13m 25s,2h 13m 27s,2,No,
T257,7/19/2022,T257_July_19_2022_46,2h 13m 36s,2h 13m 39s,2,No,
T257,7/19/2022,T257_July_19_2022_47,2h 13m 59s,2h 14m 2s,2,No,
T257,7/19/2022,T257_July_19_2022_48,2h 14m 12s,2h 14m 14s,2,No,
T257,7/19/2022,T257_July_19_2022_49,2h 14m 20s,2h 14m 24s,3,No,
T257,7/19/2022,T257_July_19_2022_50,2h 15m 8s,2h 15m 10s,2,No,
T257,7/19/2022,T257_July_19_2022_51,2h 15m 18s,2h 15m 20s,2,No,
T257,7/19/2022,T257_July_19_2022_52,2h 15m 25s,2h 15m 28s,2,No,
T257,7/19/2022,T257_July_19_2022_53,2h 15m 36s,2h 15m 38s,2,No,
T257,7/19/2022,T257_July_19_2022_54,2h 15m 55s,2h 15m 58s,2,No,
T257,7/19/2022,T257_July_19_2022_55,2h 16m 8s,2h 16m 10s,2,No,
T257,7/19/2022,T257_July_19_2022_56,2h 16m 34s,2h 16m 37s,2,No,
T257,7/19/2022,T257_July_19_2022_57,2h 17m 2s,2h 17m 4s,2,No,
T257,7/19/2022,T257_July_19_2022_58,2h 17m 21s,2h 17m 24s,2,No,
T257,7/19/2022,T257_July_19_2022_59,2h 17m 30s,2h 17m 33s,2,No,
T257,7/19/2022,T257_July_19_2022_60,2h 17m 40s,2h 17m 43s,3,No,
T257,7/19/2022,T257_July_19_2022_61,2h 17m 48s,2h 17m 51s,2,No,
T257,7/19/2022,T257_July_19_2022_62,2h 18m 9s,2h 18m 13s,3,No,
T257,7/19/2022,T257_July_19_2022_63,2h 18m 20s,2h 18m 23s,2,No,
T257,7/19/2022,T257_July_19_2022_64,2h 18m 43s,2h 18m 46s,2,No,
T257,7/19/2022,T257_July_19_2022_65,2h 18m 53s,2h 18m 56s,2,No,
T257,7/19/2022,T257_July_19_2022_66,2h 19m 21s,2h 19m 24s,2,No,
T257,7/19/2022,T257_July_19_2022_67,2h 20m 16s,2h 20m 19s,2,No,
T257,7/19/2022,T257_July_19_2022_68,2h 21m 22s,2h 21m 25s,2,No,
T257,7/19/2022,T257_July_19_2022_69,2h 21m 29s,2h 21m 32s,2,Yes,There is a 3rd motif after a >1 sec pause
T257,7/19/2022,T257_July_19_2022_70,2h 23m 42s,2h 23m 45s,2,No,
T257,7/19/2022,T257_July_19_2022_71,2h 23m 48s,2h 23m 50s,2,No,
T257,7/19/2022,T257_July_19_2022_72,2h 23m 56s,2h 23m 58s,2,No,
T257,7/19/2022,T257_July_19_2022_73,2h 27m 6s,2h 27m 9s,2,Yes,There is a 3rd motif after a >1 sec pause
T257_misc_motifs,7/19/2022,NA,NA,NA,85,NA,
T230,2/13/2022,NA,NA,NA,0,NA,Did not sing
T236,4/13/2022,T236_April_13_2022_1,30m 26s,30m 32s,6,No,
T236,4/13/2022,T236_April_13_2022_2,30m 34s,30m 37s,3,Yes,There are 2 additional motifs after a .73 sec pause
T236,4/13/2022,T236_April_13_2022_3,30m 50s,30m 52s,2,No,
T236,4/13/2022,T236_April_13_2022_4,30m 53s,30m 54s,2,No,
T236,4/13/2022,T236_April_13_2022_5,30m 55s,30m 57s,3,Yes,There is a 4th motif after a .6 sec pause
T236,4/13/2022,T236_April_13_2022_6,32m 1s,32m 4s,3,No,
T236,4/13/2022,T236_April_13_2022_7,32m 5s,32m 6s,2,No,
T236,4/13/2022,T236_April_13_2022_8,32m 7s,32m 10s,4,Yes,There is a 5th motif after a >1 sec pause
T236,4/13/2022,T236_April_13_2022_9,33m 21s,33m 24s,5,No,
T236,4/13/2022,T236_April_13_2022_10,34m 18s,34m 19s,2,No,
T236,4/13/2022,T236_April_13_2022_11,35m 55s,36m 2s,7,No,noisy
T236,4/13/2022,T236_April_13_2022_12,38m 53s,38m 58s,6,No,
T236,4/13/2022,T236_April_13_2022_13,39m 56s,40m 4s,11,No,
T236,4/13/2022,T236_April_13_2022_14,40m 31s,40m 34s,4,No,
T236,4/13/2022,T236_April_13_2022_15,40m 36s,40m 37s,2,No,
T236,4/13/2022,T236_April_13_2022_16,40m 52s,40m 57s,6,No,
T236,4/13/2022,T236_April_13_2022_17,41m 44s,41m 46s,2,No,
T236,4/13/2022,T236_April_13_2022_18,41m 51s,41m 54s,4,Yes,"partial 5th motif, additional motif after .6 sec pause"
T236,4/13/2022,T236_April_13_2022_19,42m 14s,42m 15s,2,No,
T236,4/13/2022,T236_April_13_2022_20,42m 16s,42m 17s,2,No,beep between motfs
T236,4/13/2022,T236_April_13_2022_21,42m 30s,42m 35s,7,No,beep between motfs
T236,4/13/2022,T236_April_13_2022_22,42m 37s,42m 45s,9,No,several beeps between motifs
T236,4/13/2022,T236_April_13_2022_23,43m 45s,43m 51s,7,No,beep between motfs
T236,4/13/2022,T236_April_13_2022_24,43m 51s,43m 53s,3,No,
T236,4/13/2022,T236_April_13_2022_25,43m 54s,43m 56s,3,No,beep between motfs
T236,4/13/2022,T236_April_13_2022_26,45m 8s,45m 14s,8,No,
T236,4/13/2022,T236_April_13_2022_27,45m 34s,45m 37s,4,Yes,There is a 5th motif after a .56 sec pause
T236,4/13/2022,T236_April_13_2022_28,45m 43s,45m 50s,8,No,beep between motfs
T236,4/13/2022,T236_April_13_2022_29,48m 41s,48m 43s,3,No,
T236,4/13/2022,T236_April_13_2022_30,48m 47s,48m 54s,8,No,
T236,4/13/2022,T236_April_13_2022_31,50m 4s,50m 7s,4,No,
T236,4/13/2022,T236_April_13_2022_32,50m 7s,50m 11s,5,No,
T236,4/13/2022,T236_April_13_2022_33,51m 59s,52m 0s,2,No,
T236,4/13/2022,T236_April_13_2022_34,52m 1s,52m 5s,5,No,noisy
T236,4/13/2022,T236_April_13_2022_35,52m 36s,52m 45s,11,No,
T236,4/13/2022,T236_April_13_2022_36,54m 8s,54m 11s,4,No,
T236,4/13/2022,T236_April_13_2022_37,54m 51s,54m 58s,10,No,
T236,4/13/2022,T236_April_13_2022_38,55m 16s,55m 22s,7,No,
T236,4/13/2022,T236_April_13_2022_39,55m 22s,55m 23s,2,No,
T236,4/13/2022,T236_April_13_2022_40,55m 39s,55m 40s,2,Yes,There is a 3rd motif after a .58 sec pause
T236,4/13/2022,T236_April_13_2022_41,55m 43s,55m 45s,2,No,
T236,4/13/2022,T236_April_13_2022_42,55m 51s,55m 53s,2,No,
T236,4/13/2022,T236_April_13_2022_43,56m 23s,56m 27s,3,No,noisy
T236,4/13/2022,T236_April_13_2022_44,56m 35s,56m 40s,5,Yes,There is a 6th motif after a .72 sec pause
T236,4/13/2022,T236_April_13_2022_45,57m 26s,57m 29s,3,No,
T236,4/13/2022,T236_April_13_2022_46,57m 59s,58m 2s,2,No,
T236,4/13/2022,T236_April_13_2022_47,59m 13s,59m 20s,9,No,
T236,4/13/2022,T236_April_13_2022_48,59m 24s,59m 26s,3,No,
T236_misc_motifs,4/13/2022,NA,NA,NA,13,NA,
T234,2/11/2022,T234_February_11_2022_1,30m 31s,30m 38s,5,Yes,There is a 6th motif after a .65 sec pause
T234,2/11/2022,T234_February_11_2022_2,30m 41s,30m 43s,2,Yes,There is a 3rd motif after a .6 sec pause
T234,2/11/2022,T234_February_11_2022_3,31m 5s,31m 8s,2,No,
T234,2/11/2022,T234_February_11_2022_4,31m 9s,31m 11s,2,Yes,There are 2 additional motifs after a >1 sec pause
T234,2/11/2022,T234_February_11_2022_5,34m 8s,34m 15s,5,Yes,There is a 6th motif after a >1 sec pause
T234,2/11/2022,T234_February_11_2022_6,37m 46s,37m 51s,4,No,
T234,2/11/2022,T234_February_11_2022_7,37m 53s,37m 55s,2,No,
T234,2/11/2022,T234_February_11_2022_8,38m 46s,38m 52s,4,Yes,There is a 5th motif after a >1 sec pause
T234,2/11/2022,T234_February_11_2022_9,38m 54s,38m 56s,2,Yes,There are 2 additional motifs after a >1 sec pause
T234,2/11/2022,T234_February_11_2022_10,43m 17s,43m 20s,2,No,
T234,2/11/2022,T234_February_11_2022_11,48m 36s,48m 42s,5,No,
T234,2/11/2022,T234_February_11_2022_12,48m 44s,48m 46s,2,No,
T234,2/11/2022,T234_February_11_2022_13,56m 48s,56m 53s,4,No,
T234,2/11/2022,T234_February_11_2022_14,56m 55s,56m 57s,2,Yes,"There is a 3rd motif after a >1 sec pause, noisy"
T234_misc_motifs,2/11/2022,NA,NA,NA,9,NA,
T231,6/30/2022,T231_June_30_2022_1,1h 59m 12s,1h 59m 19s,7,No,
T231,6/30/2022,T231_June_30_2022_2,2h 0m 58s,2h 1m 3s,5,No,
T231,6/30/2022,T231_June_30_2022_3,2h 1m 51s,2h 1m 56s,4,No,
T231,6/30/2022,T231_June_30_2022_4,2h 1m 56s,2h 2m 0s,5,No,
T231,6/30/2022,T231_June_30_2022_5,2h 2m 48s,2h 2m 52s,4,No,
T231,6/30/2022,T231_June_30_2022_6,2h 2m 52s,2h 2m 55s,3,No,
T231,6/30/2022,T231_June_30_2022_7,2h 3m 51s,2h 3m 58s,8,No,
T231,6/30/2022,T231_June_30_2022_8,2h 3m 59s,2h 4m 1s,3,No,
T231,6/30/2022,T231_June_30_2022_9,2h 4m 2s,2h 4m 5s,3,No,
T231,6/30/2022,T231_June_30_2022_10,2h 5m 37s,2h 5m 40s,4,No,
T231,6/30/2022,T231_June_30_2022_11,2h 5m 42s,2h 5m 44s,3,No,
T231,6/30/2022,T231_June_30_2022_12,2h 5m 44s,2h 5m 46s,2,No,
T231,6/30/2022,T231_June_30_2022_13,2h 5m 59s,2h 6m 2s,4,No,
T231,6/30/2022,T231_June_30_2022_14,2h 6m 27s,2h 6m 30s,3,No,
T231,6/30/2022,T231_June_30_2022_15,2h 6m 31s,2h 6m 32s,2,No,
T231,6/30/2022,T231_June_30_2022_16,2h 6m 33s,2h 6m 34s,2,No,
T231,6/30/2022,T231_June_30_2022_17,2h 6m 35s,2h 6m 38s,3,No,
T231,6/30/2022,T231_June_30_2022_18,2h 6m 49s,2h 6m 52s,4,No,
T231,6/30/2022,T231_June_30_2022_19,2h 6m 52s,2h 6m 54s,2,No,
T231,6/30/2022,T231_June_30_2022_20,2h 6m 55s,2h 6m 56s,2,No,
T231,6/30/2022,T231_June_30_2022_21,2h 7m 19s,2h 7m 22s,3,No,
T231,6/30/2022,T231_June_30_2022_22,2h 7m 22s,2h 7m 23s,2,No,
T231,6/30/2022,T231_June_30_2022_23,2h 7m 55s,2h 7m 58s,4,No,
T231,6/30/2022,T231_June_30_2022_24,2h 7m 58s,2h 8m 0s,2,No,
T231,6/30/2022,T231_June_30_2022_25,2h 8m 33s,2h 8m 37s,5,No,
